Feature1,Feature2,Feature3,Feature4,Feature5,Date,Bank_Name,Class,Age,Age_Group,Transaction_ID,Amount,Status
134.7559114,965.1525524,601.1978055,813.2531573,650.1691816,17-06-2021,Bank D,1,70,65+,,,
570.0377888,703.618994,320.2586645,924.2715235,115.2925721,04-07-2021,Bank C,0,49,45-54,,,
318.0311841,31.1623532,271.3230476,218.2130771,49.63086068,01-05-2023,Bank B,0,76,65+,,,
491.7740638,468.6360419,77.7454439,261.8505314,953.3221605,10-06-2020,Bank A,0,28,25-34,,,
110.7366245,305.0186489,35.86239845,148.8872026,699.3971075,22-03-2022,Bank E,0,70,65+,,,
366.7165007,452.0765707,156.9783951,682.1401729,751.5215981,03-01-2021,Bank E,0,52,45-54,,,
181.1120495,44.99346362,80.94113431,657.0457572,135.5106025,25-07-2019,Bank C,1,19,18-24,,,
493.9188342,152.6415309,170.1480482,4.360503342,320.8242559,30-03-2020,Bank B,0,63,55-64,,,
89.79726607,393.9612753,597.7843096,367.5319479,705.0816308,20-07-2022,Bank B,0,18,18-24,,,
741.451768,696.6063874,936.7135596,237.294277,189.4564531,13-06-2022,Bank D,0,23,18-24,,,
609.7114892,594.8770094,510.0983337,4.353191494,555.2382299,30-10-2023,Bank A,0,24,18-24,,,
932.7980569,334.5776891,967.5991933,356.7566792,139.8545025,04-06-2020,Bank B,0,19,18-24,,,
398.4034149,494.6113129,629.4644102,504.878162,536.7186274,29-08-2023,Bank E,0,19,18-24,,,
24.06703836,253.6201691,310.6966579,987.0885379,295.5677385,13-10-2021,Bank A,0,64,55-64,,,
896.5788488,304.7362005,96.11033104,247.6173991,272.8283849,13-08-2021,Bank A,0,70,65+,,,
978.2485939,674.2915056,931.6809956,834.9950222,578.5984907,26-12-2020,Bank C,0,22,18-24,,,
675.3879242,624.8371937,666.2630262,264.7736646,408.1251342,10-10-2021,Bank B,0,30,25-34,,,
592.6158116,35.92846506,482.8349014,859.7269334,492.3677276,15-05-2020,Bank C,1,36,35-44,,,
552.3233687,201.9051205,794.343344,358.878288,956.5875535,27-04-2019,Bank B,0,36,35-44,,,
993.7148083,916.0005426,84.87674482,333.1831555,945.1376351,21-01-2020,Bank D,0,64,55-64,,,
804.5332948,911.1835893,572.5531936,480.3975882,106.496317,29-09-2022,Bank C,0,18,18-24,,,
839.4715423,745.1415484,58.87660302,209.4145896,557.2775633,06-08-2020,Bank C,0,52,45-54,,,
684.4024021,137.6702643,244.8248185,193.1102117,219.9971527,30-01-2020,Bank E,0,74,65+,,,
920.7131236,715.819573,737.1069804,793.9953109,356.5730426,23-12-2021,Bank C,0,35,35-44,,,
767.1846144,978.4133943,698.3942459,416.7531123,716.3597857,07-10-2023,Bank B,0,66,65+,,,
900.7947003,128.7615437,265.2946756,919.2962153,946.2329004,21-12-2020,Bank E,0,74,65+,,,
484.1391271,374.5509634,282.7818056,498.7515411,934.5311516,13-03-2019,Bank C,0,49,45-54,,,
149.8096274,419.8306385,911.607857,349.1192701,768.081407,18-12-2023,Bank C,0,49,45-54,,,
389.2597862,804.9266783,981.00235,387.8220106,845.0986546,01-10-2019,Bank D,0,70,65+,,,
988.4168248,983.830143,433.7710815,485.7611205,303.4015616,05-09-2022,Bank C,0,25,25-34,,,
314.0187637,492.4706226,200.5185901,711.1232962,536.3085348,04-12-2019,Bank A,0,28,25-34,,,
898.0678572,810.5824338,322.4711128,505.804623,750.5149276,21-10-2022,Bank E,0,37,35-44,,,
193.2001275,31.59772982,852.3045263,137.5502575,889.411431,27-02-2023,Bank A,0,25,25-34,,,
913.6080239,460.7004381,806.7817124,363.1912464,858.2645485,29-08-2020,Bank E,0,45,45-54,,,
824.6818842,78.5183897,582.6017408,639.9989036,0.857290688,15-06-2019,Bank D,0,38,35-44,,,
979.9183187,406.5675749,517.3432059,194.8040798,610.9185775,17-04-2023,Bank C,0,55,55-64,,,
810.6198663,585.8923457,788.0350458,731.1079607,237.6578115,11-01-2019,Bank C,0,55,55-64,,,
435.8128411,148.6268844,41.93587508,63.06895526,942.4999299,17-08-2022,Bank C,0,23,18-24,,,
984.5374591,94.97750805,335.1934352,114.4206802,834.2288234,29-12-2020,Bank E,0,19,18-24,,,
496.2970916,621.2617559,539.9108657,710.2535838,319.1322433,11-03-2021,Bank C,0,27,25-34,,,
137.4933545,17.62000273,445.6928886,907.8344288,305.266538,12-04-2019,Bank A,0,59,55-64,,,
195.9568211,926.0427462,105.4486388,51.80103342,879.413175,19-12-2022,Bank C,0,26,25-34,,,
700.909382,422.0686381,752.343973,741.439952,40.06056326,16-11-2022,Bank D,0,72,65+,,,
676.2468121,640.8723775,963.7791364,966.6226102,377.7993262,17-02-2021,Bank A,0,20,18-24,,,
589.8419119,141.3573749,66.45652596,432.7798723,689.8820108,02-08-2019,Bank C,0,19,18-24,,,
567.7611223,429.6569222,818.1125468,794.4274722,731.9420551,11-09-2023,Bank C,0,53,45-54,,,
77.03224815,796.4696279,919.421316,59.44208829,401.6713888,16-01-2022,Bank B,0,25,25-34,,,
988.3554897,599.2388585,513.5774021,177.4461475,565.4862833,26-04-2023,Bank E,0,26,25-34,,,
439.0432605,127.4430556,464.3326526,164.3993052,730.6636217,05-02-2020,Bank A,0,43,35-44,,,
973.6483661,469.5770484,632.3683319,430.9755248,138.4538537,10-08-2020,Bank B,0,51,45-54,,,
970.5552865,129.5786641,111.6268085,459.1729417,658.8872658,07-06-2021,Bank D,0,65,65+,,,
354.923271,192.5170222,818.963368,363.1033206,194.3209734,05-12-2021,Bank E,0,47,45-54,,,
365.0848775,214.5542076,519.4477378,668.2893861,799.5573772,23-08-2023,Bank A,0,55,55-64,,,
227.5620303,166.9540057,19.6034209,228.0877683,23.9053525,26-01-2023,Bank C,0,25,25-34,,,
345.4742037,145.6930888,579.8955982,383.7267595,93.58534107,14-08-2020,Bank A,0,20,18-24,,,
399.866463,209.348116,680.1773513,364.4362448,147.0300092,26-08-2022,Bank C,0,28,25-34,,,
349.6017324,224.3783339,795.7790016,983.3675604,25.49138903,14-01-2022,Bank E,0,42,35-44,,,
690.0201373,263.9578336,66.40864387,14.35130959,881.0096692,02-04-2019,Bank C,0,69,65+,,,
353.6065021,994.5438921,442.3771676,187.5977518,777.1435685,11-08-2023,Bank D,0,22,18-24,,,
926.4922164,815.6210308,745.199234,334.6996945,64.4903639,03-11-2020,Bank C,0,79,65+,,,
201.2993486,446.8102542,956.19987,722.8541797,828.2830452,14-12-2020,Bank D,0,29,25-34,,,
277.2938969,683.8230275,862.4381434,479.4115149,429.8918602,24-07-2021,Bank E,0,72,65+,,,
719.4045134,559.9116862,993.1710832,425.1028007,175.9432773,30-08-2019,Bank E,0,47,45-54,,,
471.9350528,235.2049931,561.2538208,125.7969924,949.9762735,02-01-2019,Bank A,0,44,35-44,,,
859.8228815,155.5653971,172.3929227,512.4386745,772.881387,13-08-2019,Bank D,0,60,55-64,,,
219.0793357,60.97171956,545.5342766,691.5971141,244.3654913,11-03-2021,Bank D,0,22,18-24,,,
739.7677878,950.6437849,137.0744427,511.0290653,56.84195068,04-11-2023,Bank B,0,37,35-44,,,
206.6610072,89.81935346,404.0066231,820.8317904,577.1304505,11-08-2020,Bank B,0,69,65+,,,
222.5848372,40.1106471,553.3981953,132.796715,342.7340274,26-04-2019,Bank B,0,38,35-44,,,
510.1922589,903.7325357,81.82332709,668.6075923,14.0812855,17-08-2023,Bank C,0,20,18-24,,,
629.9085524,551.5324893,811.8666201,531.6624729,352.6165997,06-07-2021,Bank B,1,58,55-64,,,
242.7508713,85.24974178,534.6126743,888.3219266,514.744494,31-01-2022,Bank D,0,77,65+,,,
739.1028575,298.4349382,448.1308599,324.6032034,109.2661114,13-07-2019,Bank C,0,67,65+,,,
416.9886033,764.2872318,394.9749995,650.1792222,758.6154841,04-04-2022,Bank E,0,61,55-64,,,
322.7362272,797.5145596,338.925717,256.1070605,222.4461678,20-05-2021,Bank A,0,72,65+,,,
199.9041457,737.1240728,887.5092611,230.6484742,85.2402978,31-03-2019,Bank B,0,21,18-24,,,
313.7669763,657.8472389,368.5200922,549.1765392,744.3049657,06-09-2023,Bank E,0,41,35-44,,,
408.4785312,999.6948314,297.9492602,978.2483519,203.0296652,02-05-2019,Bank D,1,24,18-24,,,
110.9317433,750.8306251,702.3096567,811.1693472,343.5904217,23-05-2019,Bank A,0,41,35-44,,,
930.8076539,119.4814284,30.27710133,300.5638851,797.3244634,20-09-2021,Bank E,0,69,65+,,,
672.9823073,436.2087642,256.2536142,59.27278677,337.5055784,16-04-2019,Bank A,0,28,25-34,,,
460.0197678,687.0238381,645.9719549,947.3449029,100.3959191,05-06-2021,Bank B,0,19,18-24,,,
336.3401229,481.5780819,670.6957939,495.4516914,912.7582319,03-03-2020,Bank D,0,72,65+,,,
608.6723456,39.66540969,113.6559691,753.4955615,715.7876963,21-08-2022,Bank A,0,61,55-64,,,
153.4970018,58.90866107,578.7178554,635.738832,135.2996375,13-11-2019,Bank E,0,58,55-64,,,
473.619321,305.8315291,931.3056456,219.1998034,733.2607259,26-09-2020,Bank B,0,23,18-24,,,
518.1339133,11.52101203,516.9985832,99.47214992,659.0621958,09-01-2019,Bank B,0,24,18-24,,,
565.5235304,10.42722733,204.6928296,776.2250529,275.7726143,12-02-2021,Bank E,0,55,55-64,,,
499.2834012,311.9986144,921.5268564,536.5770178,696.1735149,01-01-2022,Bank E,1,35,35-44,,,
83.4761047,40.33598753,259.2281951,309.1342923,687.6805412,14-10-2022,Bank A,0,62,55-64,,,
569.1305027,374.5796069,654.1174842,163.5657473,63.48969481,11-08-2019,Bank C,0,26,25-34,,,
854.5050923,563.9461283,649.0952736,307.2422507,371.9549577,10-12-2022,Bank B,0,70,65+,,,
82.36744715,856.9881878,592.4394501,83.62766318,804.5295997,06-07-2020,Bank A,0,45,45-54,,,
444.1153695,765.1013502,12.61986209,28.73969697,170.7829588,25-10-2022,Bank E,0,36,35-44,,,
210.9165561,763.9555303,706.694164,616.0881191,884.8588965,16-12-2020,Bank A,0,21,18-24,,,
247.1487837,904.4049039,909.4710693,434.2597602,94.38620042,11-07-2022,Bank E,0,21,18-24,,,
726.5599082,336.9286726,794.9295174,163.6902839,539.5151136,10-09-2023,Bank D,0,30,25-34,,,
508.0737303,100.3144906,363.3328257,84.75531345,464.7403095,03-09-2022,Bank E,0,45,45-54,,,
842.9045586,270.2047633,764.8619872,183.4274156,673.7349275,12-01-2022,Bank E,0,74,65+,,,
915.5373999,323.9280816,900.4116381,505.4209265,316.8051332,03-09-2022,Bank E,0,28,25-34,,,
896.5082351,32.03726677,28.01885127,599.8296042,796.7507173,21-04-2019,Bank C,0,70,65+,,,
751.5463074,79.46950335,950.2511935,703.0635376,949.1120537,08-09-2019,Bank E,0,19,18-24,,,
329.097759,693.939128,859.9387467,380.4642232,964.8599188,18-01-2020,Bank B,0,23,18-24,,,
264.9927912,315.613626,920.3285766,969.6597465,285.1957483,07-01-2019,Bank B,0,29,25-34,,,
136.3900396,759.0554097,929.6652663,600.7136437,634.5189544,03-04-2020,Bank A,0,79,65+,,,
762.9433342,153.0848188,973.4688965,364.3293847,628.2404259,12-01-2022,Bank C,0,72,65+,,,
468.6160205,468.1809798,702.7443721,994.6622989,659.0598505,27-07-2019,Bank A,0,57,55-64,,,
794.0591316,27.61605726,810.4273691,299.9758818,126.701845,18-06-2021,Bank B,0,54,45-54,,,
113.3340854,679.8748142,997.616836,666.1950984,262.3481501,14-11-2022,Bank B,0,73,65+,,,
203.305971,525.9570993,65.03929935,399.3308329,666.234904,30-08-2022,Bank D,0,41,35-44,,,
967.6622758,425.6534478,200.2239404,817.3624034,744.1995249,22-01-2019,Bank E,0,79,65+,,,
859.7038882,214.7187275,404.8321958,981.5544377,158.0423198,14-02-2020,Bank B,0,69,65+,,,
671.4508192,237.1844615,500.1590063,800.5096458,488.5860526,13-06-2021,Bank A,0,72,65+,,,
805.4816933,426.3349054,999.3529299,435.8282342,149.3794786,29-05-2020,Bank A,0,77,65+,,,
401.8695156,742.5931846,847.9377578,460.1032992,594.4768411,24-02-2022,Bank E,0,78,65+,,,
844.8900678,813.54618,657.7239054,815.0271043,575.9107584,19-03-2021,Bank E,0,26,25-34,,,
4.648168925,41.2667844,979.8083992,144.992042,404.5164088,20-09-2023,Bank D,0,43,35-44,,,
933.811275,195.0394847,843.7913445,818.2675682,986.3296546,23-05-2021,Bank C,0,21,18-24,,,
281.6818336,315.3253554,902.8780011,234.0790592,547.900957,14-01-2019,Bank A,0,58,55-64,,,
707.3449592,271.8842453,938.4129454,665.6975481,47.13930827,28-08-2021,Bank E,0,61,55-64,,,
135.7375313,190.7815701,244.957364,730.67737,88.93524476,04-09-2021,Bank A,0,21,18-24,,,
350.5946723,911.3833233,556.6676863,265.4965638,957.0562965,10-10-2021,Bank E,0,66,65+,,,
244.315892,905.0996213,725.7696736,740.521037,764.9393184,01-11-2021,Bank B,0,69,65+,,,
506.5693121,814.578726,836.1930978,360.4867217,400.3445182,28-03-2019,Bank A,0,51,45-54,,,
888.7567185,524.7292604,866.9434959,626.7694618,593.5677567,28-03-2023,Bank B,0,39,35-44,,,
30.98095328,277.8943978,502.0576469,587.3171721,630.434529,27-06-2021,Bank A,0,30,25-34,,,
716.222825,656.2334323,848.5767074,295.4703429,641.5699857,10-04-2023,Bank C,0,32,25-34,,,
51.1595142,480.1900773,268.032966,380.8871483,354.6627518,17-08-2022,Bank D,0,57,55-64,,,
60.43067715,466.6458008,994.629288,298.9360568,736.1459717,20-06-2022,Bank B,0,55,55-64,,,
547.7883349,325.2253005,89.60706039,215.8579008,781.8535395,02-05-2019,Bank E,0,58,55-64,,,
279.0201774,144.3024824,331.2983405,584.0429522,703.4631643,16-03-2022,Bank C,0,71,65+,,,
387.364837,498.1471571,454.916692,9.003349923,395.6004749,10-05-2023,Bank A,0,60,55-64,,,
587.3198102,569.9447164,749.7675583,670.3759104,276.8067971,19-01-2021,Bank B,0,72,65+,,,
255.6436716,464.1417981,732.9696677,93.82730658,948.326583,11-10-2022,Bank A,0,61,55-64,,,
543.1531237,306.4083949,693.3912309,44.72581624,484.3969158,15-11-2020,Bank A,0,70,65+,,,
485.9696475,161.9752849,837.3878159,796.8121187,152.7323945,23-10-2023,Bank A,0,73,65+,,,
363.8272936,100.4295566,848.6087568,323.3201037,439.3163079,13-07-2023,Bank D,0,19,18-24,,,
323.87195,310.0260165,747.3022537,747.5662342,517.7881705,05-11-2019,Bank D,0,19,18-24,,,
657.6169493,511.6631974,28.58920994,66.00643313,383.7405695,25-11-2020,Bank E,0,60,55-64,,,
749.7463586,913.2262281,29.70830535,368.0300527,223.7824361,15-10-2019,Bank B,0,25,25-34,,,
815.2052812,845.9681447,206.4088677,710.8272534,731.7560373,03-11-2019,Bank C,0,55,55-64,,,
177.0576968,433.695917,620.3378054,26.06660693,404.591833,06-06-2023,Bank C,0,35,35-44,,,
154.9582329,541.8965011,842.9175835,524.7539386,35.98359621,02-07-2021,Bank C,0,71,65+,,,
29.6572456,605.5031459,327.9815585,572.6665035,163.6371089,13-10-2023,Bank A,0,46,45-54,,,
776.8623528,860.7197057,889.2256021,304.0745888,660.7353676,23-10-2020,Bank D,0,28,25-34,,,
279.0423871,762.7568208,120.5250022,762.7648111,439.7286377,02-07-2020,Bank B,0,73,65+,,,
855.5494904,738.93086,376.5196407,903.5391854,283.3371393,07-10-2022,Bank A,0,23,18-24,,,
966.9886314,767.203384,990.6748513,53.9046164,274.0360459,08-11-2019,Bank D,0,26,25-34,,,
741.2642565,922.2497013,28.77081712,0.009295976,256.2426293,22-05-2021,Bank D,0,39,35-44,,,
852.7786766,767.1531021,340.2774622,2.011264345,554.705741,18-12-2021,Bank B,0,63,55-64,,,
237.9554715,745.6089285,446.3496644,678.601923,852.3088299,25-07-2023,Bank B,0,68,65+,,,
535.7597995,335.9555407,769.543546,265.1872398,891.5188161,12-07-2021,Bank B,0,42,35-44,,,
71.42764673,835.4686411,91.55572727,56.13698041,363.2569373,04-10-2023,Bank A,1,75,65+,,,
956.5493545,983.4860542,202.070501,148.6375557,352.9533316,24-01-2021,Bank E,0,48,45-54,,,
337.0868409,759.5928827,443.9990207,779.8835857,748.713097,04-02-2019,Bank B,0,38,35-44,,,
578.3104301,833.5120997,195.6477466,161.8104957,750.6502585,20-03-2020,Bank E,0,55,55-64,,,
244.7970622,2.79438382,911.9601686,622.937058,444.937698,03-04-2019,Bank A,0,69,65+,,,
725.73651,333.3317331,953.6660571,68.62028895,640.9481907,15-05-2022,Bank E,0,36,35-44,,,
777.2894829,469.1259079,754.9683551,926.9103979,743.9939007,19-12-2019,Bank C,0,27,25-34,,,
309.3668671,561.8463747,911.6035179,449.0977255,681.6984949,21-06-2021,Bank E,0,63,55-64,,,
465.5147251,121.3441569,58.59763588,952.2739596,612.5417734,17-09-2022,Bank B,0,54,45-54,,,
103.8149131,857.4385585,522.6931365,771.9321122,126.7561956,11-05-2021,Bank A,0,29,25-34,,,
906.9104318,590.5354397,738.2606807,31.37968802,315.3049002,15-10-2023,Bank B,0,36,35-44,,,
267.4454144,949.5949953,185.3385689,707.0517267,42.75353775,08-06-2019,Bank C,0,78,65+,,,
197.6840857,338.5973543,794.5058479,789.9765801,952.6018617,14-08-2021,Bank B,0,19,18-24,,,
916.7675027,81.51459505,829.8677221,451.1735795,865.8860907,24-01-2019,Bank B,0,32,25-34,,,
89.28625153,822.7691015,159.642519,333.8416301,28.84840029,08-02-2020,Bank B,0,55,55-64,,,
123.7280882,445.7258854,818.3383356,773.6697714,235.2977618,15-03-2021,Bank D,0,79,65+,,,
151.6904491,389.263463,883.2683472,91.42507416,542.9140103,30-05-2020,Bank C,0,25,25-34,,,
88.8074794,470.2121212,126.7915122,80.336935,190.8493331,01-01-2021,Bank B,0,63,55-64,,,
255.2560194,276.2653791,645.2679472,54.98187562,80.80905991,19-10-2022,Bank B,0,52,45-54,,,
188.7061615,872.0630692,628.6049261,730.3696592,370.3621556,06-11-2022,Bank B,0,55,55-64,,,
213.2203491,37.96136096,488.53562,574.2809642,897.0027944,15-06-2020,Bank A,0,60,55-64,,,
882.0929787,424.6851585,423.577929,161.1228967,257.4489878,13-08-2021,Bank D,0,47,45-54,,,
925.6635763,141.0360109,968.6995467,504.7385502,456.6067748,01-06-2019,Bank A,0,26,25-34,,,
174.6383807,661.5412505,459.8455184,370.6630679,264.5162186,05-05-2023,Bank D,0,47,45-54,,,
66.48680301,519.3281166,312.9083331,707.865203,723.5223567,09-09-2023,Bank B,0,66,65+,,,
332.1070115,669.1206836,258.6752403,727.1737262,16.07714555,04-08-2021,Bank C,0,36,35-44,,,
151.608767,245.0086619,772.935487,66.37625308,188.0571437,30-08-2020,Bank E,0,46,45-54,,,
358.6241055,9.174994153,762.1209754,560.1051497,900.679387,29-06-2023,Bank E,0,19,18-24,,,
31.03103254,271.3906838,731.2516574,675.1494194,243.0574406,24-02-2020,Bank B,0,45,45-54,,,
595.687735,793.7576531,33.38070333,717.6283969,252.0970651,27-06-2022,Bank A,0,25,25-34,,,
947.8512885,538.2202214,33.38618263,403.4306188,966.3118582,14-02-2022,Bank C,0,42,35-44,,,
730.3729932,300.4790037,575.2672943,599.1013556,23.34816078,15-05-2021,Bank D,0,27,25-34,,,
178.8333612,551.7769383,402.7525585,190.0378145,772.6687349,16-03-2023,Bank B,0,39,35-44,,,
488.9948807,309.9731424,161.6773464,611.1633628,666.2613027,30-10-2023,Bank C,0,52,45-54,,,
669.5972166,220.2873603,595.3384072,905.4064649,353.1876008,31-07-2020,Bank C,1,59,55-64,,,
210.7669326,772.149516,176.8829402,253.7487204,100.6443943,01-12-2019,Bank D,0,41,35-44,,,
267.8743161,410.3350662,64.15786194,871.7089109,513.6747922,12-12-2022,Bank C,0,43,35-44,,,
588.1036319,371.2857564,669.8352296,431.7817359,761.3137745,20-07-2021,Bank A,0,48,45-54,,,
821.4021435,671.8491119,491.3356192,782.2693506,494.2853114,03-12-2023,Bank A,0,40,35-44,,,
111.5099044,116.3402232,948.5831396,213.5630085,815.924991,22-10-2019,Bank A,0,79,65+,,,
246.7054073,430.7800939,654.9481121,158.8671729,737.2464884,24-01-2021,Bank C,0,19,18-24,,,
689.9129726,543.0828891,565.889756,105.7717935,435.9491504,26-10-2022,Bank A,0,76,65+,,,
86.57139536,307.863291,900.3121411,574.5334006,742.7034382,05-07-2019,Bank D,0,56,55-64,,,
573.8858674,194.236758,594.8083158,755.3880773,138.4050029,23-06-2022,Bank C,0,50,45-54,,,
816.9067101,555.392179,4.275202169,519.7784863,395.6714921,28-09-2020,Bank E,0,41,35-44,,,
296.4465113,771.2572199,899.4998837,762.6530893,846.7725816,15-07-2022,Bank C,0,29,25-34,,,
908.7809432,912.6293114,114.638143,456.3854889,0.286474393,25-07-2023,Bank D,0,54,45-54,,,
506.4625847,924.2439343,199.1022904,639.7866288,644.3790464,14-06-2022,Bank E,0,26,25-34,,,
160.3539847,238.5274393,462.021784,188.2093765,584.9939785,13-06-2020,Bank C,0,61,55-64,,,
484.541731,519.1981785,134.4675528,517.2518254,49.47819105,25-04-2023,Bank A,1,60,55-64,,,
881.535298,343.2496908,856.3373248,701.6563687,766.1725893,21-01-2019,Bank B,0,61,55-64,,,
314.5444945,227.7439398,406.7405538,24.22586241,918.7556769,29-06-2021,Bank B,0,20,18-24,,,
387.014266,988.5566048,761.4494208,80.5150098,660.1882778,27-10-2023,Bank A,0,61,55-64,,,
270.8391648,243.7186456,256.5626699,916.0750487,499.9801761,16-05-2021,Bank B,0,40,35-44,,,
669.4708988,280.9478258,522.9544552,350.1001382,321.1390404,04-03-2021,Bank B,0,41,35-44,,,
246.968848,409.0068985,660.0301106,222.0437761,965.4439869,24-03-2023,Bank A,0,50,45-54,,,
124.6116765,480.2072077,85.02821636,22.66532107,922.6773197,10-04-2019,Bank A,0,47,45-54,,,
810.384794,694.1553731,865.1908131,802.848423,647.237721,21-01-2021,Bank C,0,55,55-64,,,
847.3423258,390.8005535,552.7518332,776.310653,84.79801625,22-04-2020,Bank C,0,79,65+,,,
858.6454672,156.8304557,864.5412529,311.3328716,326.782846,11-06-2023,Bank A,0,60,55-64,,,
73.94868987,885.8996239,174.5104024,630.049902,643.9675993,14-08-2022,Bank D,0,19,18-24,,,
281.1515034,985.6609575,64.16621811,607.872011,479.5439275,28-07-2021,Bank B,0,57,55-64,,,
245.4841071,163.5517113,737.0843582,916.3148745,107.546262,09-06-2020,Bank C,0,39,35-44,,,
193.9802121,986.2697473,15.02267424,508.2519697,516.1128501,30-11-2019,Bank B,0,28,25-34,,,
263.1615251,663.0288804,944.9409064,450.213931,749.4195054,02-01-2019,Bank E,0,76,65+,,,
646.0702593,472.9418635,49.8122998,741.749805,363.2514471,10-01-2020,Bank A,0,29,25-34,,,
224.4946884,948.2686498,773.5027695,962.2686817,256.2169322,20-10-2019,Bank D,0,36,35-44,,,
835.7933276,607.7214043,981.5036893,946.3169456,972.9680449,16-04-2021,Bank E,0,37,35-44,,,
951.7676183,7.66086689,741.0854102,271.9345612,705.0270956,01-10-2021,Bank E,0,72,65+,,,
980.6112013,39.3593907,566.9878324,734.9531581,253.3587822,06-07-2020,Bank E,0,26,25-34,,,
225.1219371,60.3455054,93.91985717,656.7499108,505.210619,14-11-2019,Bank A,0,60,55-64,,,
30.07222748,969.6617588,656.0458695,515.468569,272.7242366,06-03-2023,Bank C,0,75,65+,,,
658.0988848,364.1678629,702.4941627,682.5719203,92.74379512,16-01-2020,Bank A,0,35,35-44,,,
909.2607083,486.9742516,392.944939,955.4621436,438.2092811,05-07-2023,Bank C,0,58,55-64,,,
721.2209169,655.1364772,165.1400981,991.1427737,463.6043223,14-01-2019,Bank E,0,64,55-64,,,
394.7825724,919.6134928,529.2383366,705.0769619,846.2460473,18-05-2020,Bank E,0,71,65+,,,
235.4943957,169.4665852,68.50680559,897.1332992,200.3670947,19-08-2019,Bank D,0,35,35-44,,,
307.7540441,285.8069261,304.5879875,668.0611268,954.1135587,12-01-2022,Bank C,0,57,55-64,,,
329.453436,407.6471547,771.1469841,432.3379442,926.0427679,10-05-2019,Bank E,0,53,45-54,,,
503.2180507,347.7348558,971.5724837,425.7818761,231.1748712,02-11-2023,Bank B,0,44,35-44,,,
177.7008148,995.1813258,752.9876931,408.6597975,826.3633429,17-04-2021,Bank D,0,30,25-34,,,
546.8061295,317.3895736,743.3858087,745.8947389,500.1692292,14-03-2022,Bank A,0,64,55-64,,,
45.15834036,77.02248657,788.749479,823.476376,678.2897486,09-06-2021,Bank D,0,25,25-34,,,
839.0685754,719.4874704,896.9346205,150.3982726,387.7415283,28-01-2019,Bank B,0,65,65+,,,
464.1107939,297.6637948,725.3664481,912.4388127,412.4821993,07-03-2019,Bank C,0,60,55-64,,,
941.5419646,516.7689071,522.5156268,600.2195407,268.3310651,01-04-2022,Bank A,0,40,35-44,,,
383.3605191,553.2374529,941.9828856,642.6925785,333.1165579,06-06-2022,Bank A,0,72,65+,,,
10.46857332,981.6656499,492.9845578,938.4951583,549.3452338,18-09-2019,Bank C,0,76,65+,,,
605.4648602,711.9122559,320.9757337,698.9839607,526.7919099,12-01-2023,Bank D,0,30,25-34,,,
672.4799496,835.8332609,184.2291303,613.5509103,52.11132861,18-12-2022,Bank E,0,79,65+,,,
102.1150889,674.5942357,70.93765181,595.3577798,220.0125987,04-04-2020,Bank D,0,24,18-24,,,
304.0848285,129.6365021,248.6674862,821.2917848,638.8784056,27-08-2023,Bank B,0,67,65+,,,
949.7597947,48.74485535,792.4119972,699.0771833,260.8923052,28-10-2019,Bank E,0,57,55-64,,,
729.1667028,716.5485499,459.3452031,688.6396189,444.580903,07-07-2021,Bank D,0,19,18-24,,,
335.5455961,466.4909603,895.1294815,384.5837929,403.6881775,19-08-2022,Bank C,0,20,18-24,,,
608.4032276,752.9994754,734.6208603,19.79873012,687.415333,14-10-2019,Bank B,0,59,55-64,,,
450.5540481,524.0899676,561.6633369,731.7196171,831.3329836,19-11-2022,Bank B,0,56,55-64,,,
646.2609446,563.9072208,373.7692548,137.8782192,958.5776816,30-10-2021,Bank B,0,40,35-44,,,
461.8422923,566.2122445,751.0731394,68.41048498,855.011009,27-09-2023,Bank E,0,77,65+,,,
797.0257433,774.4285819,21.98270673,526.5188514,54.26837073,21-09-2020,Bank A,0,24,18-24,,,
550.8725788,718.4483263,121.8502503,694.8831055,449.532846,27-09-2019,Bank E,0,21,18-24,,,
811.5529307,533.5889394,336.1215358,331.9915634,897.48652,14-08-2020,Bank D,0,70,65+,,,
452.8715846,405.7538972,39.8736223,364.3246051,849.6270549,17-06-2023,Bank A,0,72,65+,,,
760.9876565,220.9132028,413.0566232,196.5796761,954.2168168,07-12-2023,Bank D,0,25,25-34,,,
598.1178785,754.3547925,713.8086497,873.6893634,949.3277785,23-04-2021,Bank A,0,49,45-54,,,
32.44617378,975.3011799,870.5424631,382.9474087,837.0692426,11-05-2021,Bank E,0,36,35-44,,,
736.5579823,793.1143767,220.6910328,648.5637019,25.9258943,16-10-2022,Bank B,0,71,65+,,,
848.2291326,951.0429725,662.1234406,512.6696532,725.7310894,04-07-2022,Bank C,0,29,25-34,,,
326.3612882,626.3877958,718.9729393,142.6807815,140.0680055,13-05-2019,Bank B,0,74,65+,,,
716.1381777,431.7824942,889.2014985,311.9388822,42.43073725,23-07-2022,Bank E,0,27,25-34,,,
649.8760292,684.2392266,553.591609,683.3326457,523.7543445,05-12-2023,Bank A,0,31,25-34,,,
692.6328161,43.93740656,368.3973702,210.816918,99.32613861,03-09-2023,Bank B,0,44,35-44,,,
234.0926362,191.310618,973.1313884,286.5459177,230.9589701,29-08-2021,Bank E,0,61,55-64,,,
834.8745063,419.1162173,421.4654484,443.5904664,416.5345061,27-05-2020,Bank D,0,38,35-44,,,
